sample	corpusName	file	start	end	boundary	orthToken	lemma	wlsp	pSampleID	pStart	permalink
30-十訓	CHJ鎌倉_コア	51_十訓抄_S002_上_S004_第四　人の上を誡むべき事_S018_四ノ十八（１８）	462400	462440	I	のたまひ	宣う	2.3100	30-十訓1252_04018	1420	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_04018,1420
30-十訓	CHJ鎌倉_コア	51_十訓抄_S002_上_S004_第四　人の上を誡むべき事_S018_四ノ十八（１８）	463320	463340	I	申さ	申す	2.3100	30-十訓1252_04018	2340	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_04018,2340
30-十訓	CHJ鎌倉_コア	51_十訓抄_S002_上_S004_第四　人の上を誡むべき事_S019_四ノ十九（１９）	463800	463820	I	いは	言う	2.3100	30-十訓1252_04019	430	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_04019,430
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S000_五ノ序（序）	465280	465310	I	いはく	言う	2.3100	30-十訓1252_05000	60	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05000,60
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S000_五ノ序（序）	465760	465780	I	いふ	言う	2.3100	30-十訓1252_05000	540	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05000,540
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S000_五ノ序（序）	468070	468090	I	いへ	言う	2.3100	30-十訓1252_05000	2850	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05000,2850
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S000_五ノ序（序）	473710	473740	I	いはく	言う	2.3100	30-十訓1252_05000	8490	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05000,8490
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S001_五ノ一（１）	474840	474860	I	申さ	申す	2.3100	30-十訓1252_05001	580	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05001,580
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S002_五ノ二（２）	477080	477100	I	語る	語る	23100	30-十訓1252_05002	1260	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05002,1260
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S002_五ノ二（２）	477520	477540	I	奏す	奏する	23100	30-十訓1252_05002	1700	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05002,1700
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S003_五ノ三（３）	479170	479200	I	いはく	言う	2.3100	30-十訓1252_05003	880	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05003,880
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S003_五ノ三（３）	479230	479250	I	曰く	言う	2.3100	30-十訓1252_05003	940	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05003,940
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S003_五ノ三（３）	479450	479470	I	いへ	言う	2.3100	30-十訓1252_05003	1160	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05003,1160
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S003_五ノ三（３）	480230	480250	I	いへ	言う	2.3100	30-十訓1252_05003	1940	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05003,1940
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S004_五ノ四（４＊）	481230	481250	I	いふ	言う	2.3100	30-十訓1252_05004	970	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05004,970
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S004_五ノ四（４＊）	482160	482180	I	いへ	言う	2.3100	30-十訓1252_05004	1900	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05004,1900
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S006_五ノ六（５）	484480	484500	I	いひ	言う	2.3100	30-十訓1252_05006	1040	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05006,1040
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S006_五ノ六（５）	485520	485540	B	申す	申す	2.3100	30-十訓1252_05006	2080	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05006,2080
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S006_五ノ六（５）	485620	485640	I	いひ	言う	2.3100	30-十訓1252_05006	2180	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05006,2180
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S006_五ノ六（５）	486940	486960	I	いは	言う	2.3100	30-十訓1252_05006	3500	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05006,3500
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S006_五ノ六（５）	487390	487430	I	のたまひ	宣う	2.3100	30-十訓1252_05006	3950	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05006,3950
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S007_五ノ七（６・７）	488160	488180	I	いへ	言う	2.3100	30-十訓1252_05007	710	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05007,710
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S007_五ノ七（６・７）	489660	489690	I	いはく	言う	2.3100	30-十訓1252_05007	2210	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05007,2210
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S007_五ノ七（６・７）	491120	491140	I	いふ	言う	2.3100	30-十訓1252_05007	3670	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05007,3670
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S007_五ノ七（６・７）	495820	495850	I	いはく	言う	2.3100	30-十訓1252_05007	8370	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05007,8370
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S008_五ノ八（８）	497730	497750	I	いふ	言う	2.3100	30-十訓1252_05008	960	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05008,960
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S008_五ノ八（８）	499000	499020	I	いふ	言う	2.3100	30-十訓1252_05008	2230	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05008,2230
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S008_五ノ八（８）	500810	500830	I	いふ	言う	2.3100	30-十訓1252_05008	4040	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05008,4040
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S008_五ノ八（８）	501590	501610	I	いひ	言う	2.3100	30-十訓1252_05008	4820	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05008,4820
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S011_五ノ十一（１１＊）	506770	506790	I	いふ	言う	2.3100	30-十訓1252_05011	1800	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05011,1800
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S012_五ノ十二（１１＊）	508030	508050	I	いひ	言う	2.3100	30-十訓1252_05012	1200	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05012,1200
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S012_五ノ十二（１１＊）	508800	508820	I	いふ	言う	2.3100	30-十訓1252_05012	1970	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05012,1970
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S013_五ノ十三（１２）	511730	511750	I	申し	申す	2.3100	30-十訓1252_05013	1320	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05013,1320
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S013_五ノ十三（１２）	512290	512310	I	申し	申す	2.3100	30-十訓1252_05013	1880	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05013,1880
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S013_五ノ十三（１２）	512560	512580	I	申し	申す	2.3100	30-十訓1252_05013	2150	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05013,2150
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S014_五ノ十四（１３）	515690	515720	I	いはく	言う	2.3100	30-十訓1252_05014	2720	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05014,2720
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S014_五ノ十四（１３）	516100	516130	I	いはく	言う	2.3100	30-十訓1252_05014	3130	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05014,3130
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S014_五ノ十四（１３）	516220	516240	B	いふ	言う	2.3100	30-十訓1252_05014	3250	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05014,3250
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S014_五ノ十四（１３）	516710	516730	I	いへ	言う	2.3100	30-十訓1252_05014	3740	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05014,3740
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S015_五ノ十五（１４）	518290	518310	I	いふ	言う	2.3100	30-十訓1252_05015	800	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05015,800
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S015_五ノ十五（１４）	518610	518630	I	いふ	言う	2.3100	30-十訓1252_05015	1120	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05015,1120
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S016_五ノ十六（１５）	524040	524060	I	申せ	申す	2.3100	30-十訓1252_05016	2950	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05016,2950
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S016_五ノ十六（１５）	524230	524280	I	のたまはせ	宣わせる	23100	30-十訓1252_05016	3140	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05016,3140
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S016_五ノ十六（１５）	524360	524380	I	申し	申す	2.3100	30-十訓1252_05016	3270	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05016,3270
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S016_五ノ十六（１５）	524830	524850	I	仰せ	仰せる	23100	30-十訓1252_05016	3740	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05016,3740
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S016_五ノ十六（１５）	525150	525170	I	申し	申す	2.3100	30-十訓1252_05016	4060	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05016,4060
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S016_五ノ十六（１５）	525470	525490	I	仰せ	仰せる	23100	30-十訓1252_05016	4380	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05016,4380
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S017_五ノ十七（１６）	529630	529650	I	仰せ	仰せる	23100	30-十訓1252_05017	3250	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05017,3250
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S017_五ノ十七（１６）	529980	530000	I	申す	申す	2.3100	30-十訓1252_05017	3600	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05017,3600
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S017_五ノ十七（１６）	531320	531340	I	仰せ	仰せる	23100	30-十訓1252_05017	4940	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05017,4940
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S017_五ノ十七（１６）	531810	531830	B	いふ	言う	2.3100	30-十訓1252_05017	5430	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05017,5430
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S018_五ノ十八（１７）	533690	533710	I	申さ	申す	2.3100	30-十訓1252_05018	540	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05018,540
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S018_五ノ十八（１７）	534150	534170	I	申し	申す	2.3100	30-十訓1252_05018	1000	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05018,1000
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S018_五ノ十八（１７）	535860	535880	I	申し	申す	2.3100	30-十訓1252_05018	2710	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05018,2710
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S018_五ノ十八（１７）	537610	537630	I	いふ	言う	2.3100	30-十訓1252_05018	4460	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05018,4460
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S018_五ノ十八（１７）	537960	537980	I	いひ	言う	2.3100	30-十訓1252_05018	4810	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05018,4810
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S005_第五　朋友を撰ぶべき事_S018_五ノ十八（１７）	538410	538430	I	いふ	言う	2.3100	30-十訓1252_05018	5260	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_05018,5260
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S000_六ノ序（序）	539540	539570	I	いはく	言う	2.3100	30-十訓1252_06000	50	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06000,50
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S000_六ノ序（序）	539600	539640	I	のたまへ	宣う	2.3100	30-十訓1252_06000	110	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06000,110
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S000_六ノ序（序）	541390	541410	I	いひ	言う	2.3100	30-十訓1252_06000	1900	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06000,1900
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S000_六ノ序（序）	542450	542470	I	いひ	言う	2.3100	30-十訓1252_06000	2960	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06000,2960
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S001_六ノ一（１）	547520	547550	I	いはく	言う	2.3100	30-十訓1252_06001	300	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06001,300
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S001_六ノ一（１）	549410	549430	I	申せ	申す	2.3100	30-十訓1252_06001	2190	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06001,2190
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S001_六ノ一（１）	549630	549650	I	いふ	言う	2.3100	30-十訓1252_06001	2410	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06001,2410
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S001_六ノ一（１）	550370	550390	I	いへ	言う	2.3100	30-十訓1252_06001	3150	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06001,3150
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S003_六ノ三（３）	553700	553720	I	申し	申す	2.3100	30-十訓1252_06003	1530	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06003,1530
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S004_六ノ四（４）	555670	555690	I	申す	申す	2.3100	30-十訓1252_06004	1070	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06004,1070
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S004_六ノ四（４）	555700	555720	I	いへ	言う	2.3100	30-十訓1252_06004	1100	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06004,1100
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S005_六ノ五（５・６）	560490	560510	I	いへ	言う	2.3100	30-十訓1252_06005	3180	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06005,3180
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S006_六ノ六（７・８）	561630	561660	I	いはく	言う	2.3100	30-十訓1252_06006	1050	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06006,1050
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S006_六ノ六（７・８）	564350	564370	I	いひ	言う	2.3100	30-十訓1252_06006	3770	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06006,3770
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S006_六ノ六（７・８）	565440	565460	I	いひ	言う	2.3100	30-十訓1252_06006	4860	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06006,4860
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S007_六ノ七（９）	568050	568080	I	いはく	言う	2.3100	30-十訓1252_06007	1170	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06007,1170
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S010_六ノ十（１３）	575590	575620	I	いはく	言う	2.3100	30-十訓1252_06010	1120	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06010,1120
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S010_六ノ十（１３）	578930	578950	I	いふ	言う	2.3100	30-十訓1252_06010	4460	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06010,4460
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S010_六ノ十（１３）	582770	582790	I	申し	申す	2.3100	30-十訓1252_06010	8300	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06010,8300
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S010_六ノ十（１３）	582960	582980	I	いへ	言う	2.3100	30-十訓1252_06010	8490	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06010,8490
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S011_六ノ十一（１４）	584660	584680	I	申し	申す	2.3100	30-十訓1252_06011	1400	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06011,1400
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S011_六ノ十一（１４）	585570	585600	I	口づけ	口付ける	2.3100	30-十訓1252_06011	2310	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06011,2310
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S011_六ノ十一（１４）	585770	585790	I	よば	呼ぶ	2.3100	30-十訓1252_06011	2510	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06011,2510
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S011_六ノ十一（１４）	585890	585910	I	申し	申す	2.3100	30-十訓1252_06011	2630	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06011,2630
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S011_六ノ十一（１４）	587350	587370	I	仰せ	仰せる	23100	30-十訓1252_06011	4090	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06011,4090
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S011_六ノ十一（１４）	587800	587840	I	口すさみ	口ずさむ	2.3100	30-十訓1252_06011	4540	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06011,4540
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S011_六ノ十一（１４）	588210	588230	I	仰せ	仰せる	23100	30-十訓1252_06011	4950	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06011,4950
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S011_六ノ十一（１４）	589590	589610	I	申さ	申す	2.3100	30-十訓1252_06011	6330	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06011,6330
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S011_六ノ十一（１４）	590180	590200	I	いは	言う	2.3100	30-十訓1252_06011	6920	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06011,6920
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S011_六ノ十一（１４）	590510	590530	I	いへ	言う	2.3100	30-十訓1252_06011	7250	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06011,7250
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S011_六ノ十一（１４）	590800	590820	I	いひ	言う	2.3100	30-十訓1252_06011	7540	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06011,7540
30-十訓	CHJ鎌倉_コア	51_十訓抄_S003_中_S006_第六　忠直を存ずべき事_S012_六ノ十二（１５）	592390	592410	I	申さ	申す	2.3100	30-十訓1252_06012	1070	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%8D%81%E8%A8%931252_06012,1070
