jou	uji	pSampleID	pStart	permalink
須磨	FALSE	20-源氏1010_00012	158240	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,158240
須磨	FALSE	20-源氏1010_00012	158310	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,158310
須磨	FALSE	20-源氏1010_00012	158590	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,158590
須磨	FALSE	20-源氏1010_00012	159290	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,159290
須磨	FALSE	20-源氏1010_00012	159700	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,159700
須磨	FALSE	20-源氏1010_00012	160620	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,160620
須磨	FALSE	20-源氏1010_00012	160900	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,160900
須磨	FALSE	20-源氏1010_00012	161030	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,161030
須磨	FALSE	20-源氏1010_00012	161390	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,161390
須磨	FALSE	20-源氏1010_00012	161680	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,161680
須磨	FALSE	20-源氏1010_00012	162010	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,162010
須磨	FALSE	20-源氏1010_00012	162280	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,162280
須磨	FALSE	20-源氏1010_00012	162590	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,162590
須磨	FALSE	20-源氏1010_00012	163320	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,163320
須磨	FALSE	20-源氏1010_00012	164030	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,164030
須磨	FALSE	20-源氏1010_00012	164680	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,164680
須磨	FALSE	20-源氏1010_00012	165980	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,165980
須磨	FALSE	20-源氏1010_00012	166190	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,166190
須磨	FALSE	20-源氏1010_00012	166420	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,166420
須磨	FALSE	20-源氏1010_00012	166520	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,166520
須磨	FALSE	20-源氏1010_00012	167500	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,167500
須磨	FALSE	20-源氏1010_00012	167640	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,167640
須磨	FALSE	20-源氏1010_00012	167720	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,167720
須磨	FALSE	20-源氏1010_00012	167810	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,167810
須磨	FALSE	20-源氏1010_00012	168180	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,168180
須磨	FALSE	20-源氏1010_00012	168350	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,168350
須磨	FALSE	20-源氏1010_00012	168840	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,168840
須磨	FALSE	20-源氏1010_00012	169350	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,169350
須磨	FALSE	20-源氏1010_00012	169910	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,169910
須磨	FALSE	20-源氏1010_00012	170030	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,170030
須磨	FALSE	20-源氏1010_00012	170360	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,170360
須磨	FALSE	20-源氏1010_00012	171250	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,171250
須磨	FALSE	20-源氏1010_00012	171400	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,171400
須磨	FALSE	20-源氏1010_00012	171680	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,171680
須磨	FALSE	20-源氏1010_00012	172270	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,172270
須磨	FALSE	20-源氏1010_00012	173200	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,173200
須磨	FALSE	20-源氏1010_00012	173510	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,173510
須磨	FALSE	20-源氏1010_00012	173710	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,173710
須磨	FALSE	20-源氏1010_00012	174500	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,174500
須磨	FALSE	20-源氏1010_00012	175640	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,175640
須磨	FALSE	20-源氏1010_00012	175890	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,175890
須磨	FALSE	20-源氏1010_00012	177150	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,177150
須磨	FALSE	20-源氏1010_00012	177450	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,177450
須磨	FALSE	20-源氏1010_00012	177680	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,177680
須磨	FALSE	20-源氏1010_00012	178230	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,178230
須磨	FALSE	20-源氏1010_00012	178920	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,178920
須磨	FALSE	20-源氏1010_00012	179280	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,179280
須磨	FALSE	20-源氏1010_00012	179750	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,179750
須磨	FALSE	20-源氏1010_00012	180010	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,180010
須磨	FALSE	20-源氏1010_00012	180280	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,180280
須磨	FALSE	20-源氏1010_00012	180610	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,180610
須磨	FALSE	20-源氏1010_00012	181010	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,181010
須磨	FALSE	20-源氏1010_00012	181290	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,181290
須磨	FALSE	20-源氏1010_00012	181710	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,181710
須磨	FALSE	20-源氏1010_00012	182550	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,182550
須磨	FALSE	20-源氏1010_00012	182800	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,182800
須磨	FALSE	20-源氏1010_00012	183000	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,183000
須磨	FALSE	20-源氏1010_00012	183370	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,183370
須磨	FALSE	20-源氏1010_00012	183720	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,183720
須磨	FALSE	20-源氏1010_00012	183830	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,183830
須磨	FALSE	20-源氏1010_00012	184030	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,184030
須磨	FALSE	20-源氏1010_00012	184190	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,184190
須磨	FALSE	20-源氏1010_00012	184230	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,184230
須磨	FALSE	20-源氏1010_00012	184510	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,184510
須磨	FALSE	20-源氏1010_00012	184660	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,184660
須磨	FALSE	20-源氏1010_00012	184920	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,184920
須磨	FALSE	20-源氏1010_00012	185130	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,185130
須磨	FALSE	20-源氏1010_00012	185400	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,185400
須磨	FALSE	20-源氏1010_00012	185780	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,185780
須磨	FALSE	20-源氏1010_00012	185950	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,185950
須磨	FALSE	20-源氏1010_00012	186450	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,186450
須磨	FALSE	20-源氏1010_00012	187010	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,187010
須磨	FALSE	20-源氏1010_00012	187180	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,187180
須磨	FALSE	20-源氏1010_00012	187380	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,187380
須磨	FALSE	20-源氏1010_00012	187670	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,187670
須磨	FALSE	20-源氏1010_00012	188490	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,188490
須磨	FALSE	20-源氏1010_00012	188520	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,188520
須磨	FALSE	20-源氏1010_00012	188810	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,188810
須磨	FALSE	20-源氏1010_00012	189580	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,189580
須磨	FALSE	20-源氏1010_00012	190300	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,190300
須磨	FALSE	20-源氏1010_00012	190750	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,190750
須磨	FALSE	20-源氏1010_00012	191050	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,191050
須磨	FALSE	20-源氏1010_00012	191320	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,191320
須磨	FALSE	20-源氏1010_00012	191630	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,191630
須磨	FALSE	20-源氏1010_00012	192020	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,192020
須磨	FALSE	20-源氏1010_00012	192290	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,192290
須磨	FALSE	20-源氏1010_00012	192550	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,192550
須磨	FALSE	20-源氏1010_00012	192700	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,192700
須磨	FALSE	20-源氏1010_00012	193120	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,193120
須磨	FALSE	20-源氏1010_00012	193370	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,193370
須磨	FALSE	20-源氏1010_00012	193600	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,193600
須磨	FALSE	20-源氏1010_00012	193890	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,193890
須磨	FALSE	20-源氏1010_00012	194440	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,194440
須磨	FALSE	20-源氏1010_00012	194930	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,194930
須磨	FALSE	20-源氏1010_00012	195320	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,195320
須磨	FALSE	20-源氏1010_00012	195550	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,195550
須磨	FALSE	20-源氏1010_00012	196460	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,196460
須磨	FALSE	20-源氏1010_00012	196570	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00012,196570
明石	FALSE	20-源氏1010_00013	10	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,10
明石	FALSE	20-源氏1010_00013	250	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,250
明石	FALSE	20-源氏1010_00013	1900	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,1900
明石	FALSE	20-源氏1010_00013	2230	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,2230
明石	FALSE	20-源氏1010_00013	3070	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,3070
明石	FALSE	20-源氏1010_00013	3350	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,3350
明石	FALSE	20-源氏1010_00013	4140	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,4140
明石	FALSE	20-源氏1010_00013	4620	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,4620
明石	FALSE	20-源氏1010_00013	4890	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,4890
明石	FALSE	20-源氏1010_00013	5090	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,5090
明石	FALSE	20-源氏1010_00013	5400	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,5400
明石	FALSE	20-源氏1010_00013	5880	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,5880
明石	FALSE	20-源氏1010_00013	6800	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,6800
明石	FALSE	20-源氏1010_00013	7350	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,7350
明石	FALSE	20-源氏1010_00013	8050	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,8050
明石	FALSE	20-源氏1010_00013	8750	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,8750
明石	FALSE	20-源氏1010_00013	9220	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,9220
明石	FALSE	20-源氏1010_00013	9460	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,9460
明石	FALSE	20-源氏1010_00013	9780	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,9780
明石	FALSE	20-源氏1010_00013	10620	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,10620
明石	FALSE	20-源氏1010_00013	10970	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,10970
明石	FALSE	20-源氏1010_00013	12110	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,12110
明石	FALSE	20-源氏1010_00013	12800	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,12800
明石	FALSE	20-源氏1010_00013	13090	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,13090
明石	FALSE	20-源氏1010_00013	13190	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,13190
明石	FALSE	20-源氏1010_00013	14480	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,14480
明石	FALSE	20-源氏1010_00013	15070	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,15070
明石	FALSE	20-源氏1010_00013	15200	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,15200
明石	FALSE	20-源氏1010_00013	15340	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,15340
明石	FALSE	20-源氏1010_00013	15910	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,15910
明石	FALSE	20-源氏1010_00013	16110	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,16110
明石	FALSE	20-源氏1010_00013	17320	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,17320
明石	FALSE	20-源氏1010_00013	17800	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,17800
明石	FALSE	20-源氏1010_00013	18350	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,18350
明石	FALSE	20-源氏1010_00013	18830	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,18830
明石	FALSE	20-源氏1010_00013	19530	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,19530
明石	FALSE	20-源氏1010_00013	19840	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,19840
明石	FALSE	20-源氏1010_00013	20240	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,20240
明石	FALSE	20-源氏1010_00013	20530	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,20530
明石	FALSE	20-源氏1010_00013	21030	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,21030
明石	FALSE	20-源氏1010_00013	21840	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,21840
明石	FALSE	20-源氏1010_00013	22200	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,22200
明石	FALSE	20-源氏1010_00013	23050	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,23050
明石	FALSE	20-源氏1010_00013	23230	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,23230
明石	FALSE	20-源氏1010_00013	24650	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,24650
明石	FALSE	20-源氏1010_00013	25520	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,25520
明石	FALSE	20-源氏1010_00013	26910	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,26910
明石	FALSE	20-源氏1010_00013	27950	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,27950
明石	FALSE	20-源氏1010_00013	28290	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,28290
明石	FALSE	20-源氏1010_00013	28670	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,28670
明石	FALSE	20-源氏1010_00013	28970	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,28970
明石	FALSE	20-源氏1010_00013	29970	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,29970
明石	FALSE	20-源氏1010_00013	30410	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,30410
明石	FALSE	20-源氏1010_00013	30780	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,30780
明石	FALSE	20-源氏1010_00013	31460	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,31460
明石	FALSE	20-源氏1010_00013	33540	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,33540
明石	FALSE	20-源氏1010_00013	33800	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,33800
明石	FALSE	20-源氏1010_00013	34050	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,34050
明石	FALSE	20-源氏1010_00013	34190	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,34190
明石	FALSE	20-源氏1010_00013	37390	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,37390
明石	FALSE	20-源氏1010_00013	37830	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,37830
明石	FALSE	20-源氏1010_00013	38230	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,38230
明石	FALSE	20-源氏1010_00013	38500	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,38500
明石	FALSE	20-源氏1010_00013	38660	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,38660
明石	FALSE	20-源氏1010_00013	39160	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,39160
明石	FALSE	20-源氏1010_00013	39390	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,39390
明石	FALSE	20-源氏1010_00013	39740	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,39740
明石	FALSE	20-源氏1010_00013	39900	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,39900
明石	FALSE	20-源氏1010_00013	40110	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,40110
明石	FALSE	20-源氏1010_00013	41560	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,41560
明石	FALSE	20-源氏1010_00013	42050	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=20-%E6%BA%90%E6%B0%8F1010_00013,42050
